,autosamples,automin,automean,automax,factor
0,400,19.295111550559408,22.396215653278468,25.650548649473972,40
1,800,35.5363652844287,38.93329924503234,40.9269307488177,40
2,1200,46.51966736837209,52.0600542361436,57.11214748669656,40
3,1600,53.27546033936392,61.89245505391,71.39909904127063,40
4,2000,60.513416212583664,70.37365150175326,81.97245130653059,40
5,2400,67.09386263824344,77.92867335057765,86.29925126771997,40
6,2800,52.55111081739999,81.11589891390618,95.8603930167074,40
7,3200,53.40846208362774,84.09133147037173,101.86564234832832,40
8,3600,57.61426904640391,86.83766764062142,106.99578233894698,40
9,4000,62.74846320998256,90.43239626948143,113.86671985117829,40
10,4400,67.78125257136324,93.54515329077138,120.7582431889203,40
11,4800,73.11118571002446,96.89823171492951,127.0592320712029,40
12,5200,76.73146151153753,98.69759176359062,127.95353230508576,40
13,5600,80.85756856979604,99.46703887203074,128.3246566187738,40
14,6000,83.51944291701493,100.36493291201397,131.81553228751585,40
15,6400,85.02211539032973,100.46616287321936,129.3704395061759,40
16,6800,85.73002319347196,101.37719672188605,128.22939875477016,40
17,7200,87.16597798538929,103.37306137841736,129.70499107125968,40
18,7600,88.4519054583699,104.40899997317241,127.85847704950683,40
19,8000,89.36658506756503,105.17136531830131,125.35823718220968,40
20,8400,88.78008008713222,106.27087928933368,123.18414787712051,40
21,8800,86.10675490858202,106.92324683464273,120.27402373760829,40
22,9200,86.74179554394313,107.5319944138433,120.98018837216415,40
23,9600,91.22982862027173,108.64753871112643,122.58078340251953,40
24,10000,97.47827397881532,110.02847565869416,124.99460563038873,40
25,10400,103.75369318660037,111.50714591531626,125.92511607400299,40
26,10800,105.9851689856412,112.31385834296145,126.79427765846496,40
27,11200,106.57049072654809,112.58203855824576,127.29677673464542,40
28,11600,107.79187159785616,113.52976654871144,127.15267318557389,40
29,12000,108.7472047195767,114.73182643459833,128.2803784025931,40
30,12400,109.77702700042116,115.54183753043367,129.19695027116322,40
31,12800,110.10624237206231,116.236748116509,129.7193182803453,40
32,13200,110.0758313681791,116.80368373172126,128.7856966880999,40
33,13600,110.27583324033439,117.09746535944002,127.84213309190966,40
34,14000,111.59470985079588,117.98628659577273,127.68451720168537,40
35,14400,112.37958289201632,118.38180296611093,127.63603094059246,40
36,14800,112.0517240833146,118.33603264251386,127.1928580459776,40
37,15200,112.02824292560048,118.2508745265619,125.42223390976038,40
38,15600,112.36475411850104,118.47182594802965,127.50195487514031,40
39,16000,113.57144305322345,119.22089630364715,131.7852997384504,40
40,16400,114.69855218359582,119.54913007852345,132.5915359790237,40
41,16800,114.92156046203638,120.31463160859188,135.12934239208045,40
42,17200,114.66751334595519,121.40771305566788,140.54170135598758,40
43,17600,114.5048202967318,122.4115351713764,148.77851176856572,40
44,18000,114.65729716632671,122.72699690482149,152.7685145991996,40
45,18400,114.37506929226923,123.6906640832223,161.09547629544318,40
46,18800,114.32660916300699,124.83592688742702,170.65017893101353,40
47,19200,114.64662638335918,125.94257923366825,179.16314922138136,40
48,19600,115.1469921984773,126.85991958095799,185.77532730545127,40
49,20000,115.58332769494861,127.68246437163127,192.78806229511397,40
50,20400,116.04554444124959,128.5718008984043,200.5816781606583,40
51,20800,116.66951265299618,129.25408564058404,204.48534437182698,40
52,21200,116.70471660505955,130.23353839381065,210.30202003280573,40
53,21600,116.94817918005798,131.03228994442458,215.17751585526966,40
54,22000,117.13295782923839,131.66527926715483,219.00972360874277,40
55,22400,117.15194565604,132.293337650838,222.95242055117865,40
56,22800,117.0011837098284,132.70428078056813,226.07285049229966,40
57,23200,116.96280265281814,133.07629404143086,229.81380050716479,40
58,23600,116.6626207890246,133.58675885077548,233.5669888629402,40
59,24000,116.79978170604232,134.227162184225,237.99785310257553,40
