,mpsini1,a1,musini1,mpsini2,a2,musini2,mpsini3,a3,musini3,mpsini4,a4,musini4
0.159,0.326113673496919,0.010579936834022568,1.21095023668188e-06,0.6002284341918025,0.08792002474331326,2.2249879425393224e-06,0.5401466899227968,0.11577709881857257,2.005866094207298e-06,0.8803618033081974,0.10089354015878604,3.269060590523458e-06
0.5,1.0642887771413934,0.010713135380726518,3.949261338275702e-06,2.0898461262575534,0.08902689974034494,7.74655128556899e-06,1.941410554000619,0.11723463091381311,7.2012531810283395e-06,2.690115198025813,0.10216377022174555,9.979630550072986e-06
0.841,2.2785956386482686,0.010843594358260489,8.453581437814117e-06,4.566148712546635,0.09011098504439409,1.6940267350067154e-05,4.371363072980501,0.11866227254964792,1.6221656975507426e-05,5.180675600160183,0.10340784740017217,1.9225567748764837e-05
