,secosw1,sesinw1,k1,secosw2,sesinw2,k2,secosw3,sesinw3,k3,secosw4,sesinw4,k4,secosw5,sesinw5,k5,secosw6,sesinw6,k6,dvdt,gamma_j,jit_j,lnprobability
0.159,-0.46404820538271024,-0.1513081900133064,3.0344638930030117,-0.03756036289411094,-0.23397248777286242,3.008093790960418,-0.18646779418823514,-0.32822910193050936,0.8170355161230666,-0.559650162496236,-0.5403937059199382,2.937833388835497,-0.13733746181634124,-0.3939447243050162,3.8642366722745227,-0.2802005552189869,-0.29724117388300264,9.323620971174657e-14,-0.007206654471476552,0.9439921994613831,2.8653744623845228,-203.61622095487346
0.5,-0.42399378508795826,-0.0043520280066588375,3.6488875915544505,0.159799746949701,0.03359214664778573,3.5620171606141926,0.0890556594182737,-0.0269375843923158,1.4324976026588514,-0.4825575556151112,-0.3434540236326029,3.5714184849058617,-0.015900895434587878,-0.16095451345703352,4.506158878499555,0.018896494792942004,-0.0008004055040275182,7.992906622800974e-13,-0.005105443596649231,1.7905210903179047,3.1816072366422006,-199.83811804087827
0.841,-0.3456624042069871,0.09644580936727067,4.235513394252243,0.31129198997676016,0.2806868078017221,4.10516241100901,0.2984569874463093,0.2810166155493861,2.052015904329859,-0.3946123019383933,-0.04805985049725139,4.234491181824193,0.14029967915668712,0.111811264173173,5.182148374800183,0.2965027879632561,0.30103248520925674,7.844163903892205e-12,-0.0029819039723380978,2.633613317200951,3.526036101305883,-196.95478077747603
