,autosamples,automin,automean,automax,factor
130,52400,793.368725019123,1046.7508049726082,1483.4371693680703,40
131,52800,797.2405507677789,1049.6094948822524,1487.1539442714177,40
132,53200,801.4368727095101,1052.429856888789,1491.1599188681523,40
133,53600,805.8533016822888,1055.1758219769197,1495.807795728732,40
134,54000,810.5999004042247,1057.8559850828674,1500.1212051061534,40
135,54400,814.6976517326283,1060.7161729528802,1503.3516163862903,40
136,54800,818.3413393399995,1063.7361118860038,1507.0615434131105,40
137,55200,822.5229762471932,1066.7616486219829,1510.3468118871883,40
138,55600,826.2879196810733,1069.7596695468837,1514.4023526044655,40
139,56000,829.7568840084841,1072.4929600830483,1518.8327591754714,40
140,56400,832.802906600293,1075.2559897069575,1523.3087851838281,40
141,56800,835.7902801303576,1078.0300875605014,1528.3878431207531,40
142,57200,838.8809546420621,1080.522829423164,1532.4023745135619,40
143,57600,842.5480313206737,1083.0459114192079,1536.153801266868,40
144,58000,845.738682042406,1085.504028150469,1540.160695947411,40
145,58400,847.884301151855,1087.7941149965322,1543.6763072446915,40
146,58800,849.5518199080097,1089.9703703126927,1548.1237127606548,40
147,59200,850.8925448302144,1092.4102707886009,1554.5276972883062,40
148,59600,852.1737431712289,1094.9336097730236,1560.3657456018063,40
149,60000,853.6332847363699,1097.559711050569,1564.7748947792472,40
150,60400,855.1986334530328,1100.1164502895474,1569.3500169828822,40
151,60800,856.003681222617,1102.6498104379436,1573.8038246648903,40
152,61200,856.5968891054816,1105.199343163997,1578.0652629875233,40
153,61600,857.2989705290454,1107.8729099815605,1582.7844348961812,40
154,62000,856.8980027238995,1110.4355366062998,1587.674339957533,40
155,62400,855.3728147539933,1112.7923730561902,1590.7562587114385,40
156,62800,855.1358852242029,1115.0422009573176,1593.0536804676294,40
157,63200,855.5958065170313,1117.253085699467,1595.7438930623966,40
158,63600,856.1320093877874,1119.2219046042333,1596.9836140472332,40
159,64000,857.0222943374421,1121.2429286463328,1597.9984443927103,40
160,64400,858.2826368729146,1123.1730948935315,1598.9719345691637,40
161,64800,861.9417845966902,1125.097564592933,1598.6996243197939,40
162,65200,866.1621276233843,1127.0118536059965,1598.1928407198193,40
163,65600,869.6790507259394,1128.8414800686571,1597.3252870218387,40
164,66000,873.6955442419406,1130.6904361680588,1596.3867435975537,40
165,66400,877.0716089285851,1132.6471589199266,1595.2584956872447,40
166,66800,879.8246003022316,1134.658270181198,1595.882290519543,40
167,67200,883.8118374990485,1136.9187093604264,1597.2982332317802,40
168,67600,888.8400975615713,1139.3124717078751,1597.9994689712446,40
169,68000,894.3661648886306,1141.5619070233765,1599.141629525356,40
170,68400,900.3145404067996,1143.6753140406095,1599.406449390378,40
171,68800,906.2117109784666,1145.7892721506162,1599.293056331672,40
172,69200,911.7910343438745,1147.8544108160418,1599.5854564455683,40
173,69600,916.4157027489824,1149.9819532910817,1599.6201554804043,40
174,70000,920.5360071197806,1152.156412870383,1598.786638965925,40
175,70400,924.330807833504,1154.3632254678384,1599.2379342091826,40
176,70800,927.9980383940905,1156.645256647759,1599.983745761377,40
177,71200,930.4178369454049,1158.7194398343424,1600.2651266855003,40
178,71600,931.9595965878068,1160.6415012314965,1599.753931647207,40
179,72000,932.4264481441685,1162.3102613916283,1597.9218072350434,40
180,72400,933.9183809473515,1164.0961866399446,1597.2633023103,40
181,72800,934.9184578024583,1166.0373247598513,1598.5110482610207,40
