,secosw1,sesinw1,k1,secosw2,sesinw2,k2,secosw3,sesinw3,k3,secosw4,sesinw4,k4,dvdt,gamma_j,jit_j,lnprobability
0.159,0.0276204971426151,-0.6013347806735678,0.4462998844465194,-0.45287096060367094,-0.07074630266294023,0.26439872371417455,-0.6557302671156846,-0.7663982361626421,0.21226478435230853,-0.7221726212622535,-0.227147094818323,0.884423561451148,-0.007932170260647789,0.04599967892934345,5.643920452492187,-285.0421752556808
0.5,0.6889134075630451,-0.1086693614796691,1.7755632456153962,-0.13639111006899754,-0.0004802534954611562,0.8562750704933069,-0.07135751000657947,-0.20299892877352188,0.8170482683706655,-0.19977832201447204,0.4152987239735223,2.1456943987037933,-0.004239587859990795,1.3452375294482826,6.15814433068814,-282.5656409262178
0.841,0.9004925848031412,0.461921674635186,4.716143276406962,0.31069266027757,0.061378799387745105,1.7253782217959595,0.5053659597153903,0.5342497289870821,2.1441284604850233,0.4120999702655064,0.7746300374098353,4.53389970138727,-0.0006344119714052163,2.64254795517916,6.709774737446568,-280.72495861414916
