,mpsini1,a1,musini1,mpsini2,a2,musini2,mpsini3,a3,musini3,mpsini4,a4,musini4
0.159,0.30665467253649104,0.0105792337646731,1.1384433758471764e-06,0.7845398221136659,0.08791419285704197,2.9080955571362127e-06,0.5205168733532194,0.11576932943442572,1.9337236950201398e-06,1.1626530684866778,0.030492405847357493,4.320225263621274e-06
0.5,1.0708985099955317,0.010712978903067659,3.973971137320799e-06,2.5353994261673707,0.0890256398133403,9.411368123750096e-06,1.9062210873810512,0.11723293902084121,7.078236437342616e-06,2.7618823141381412,0.030877886939010155,1.0252824119327547e-05
0.841,2.314351158624483,0.01084347252654025,8.585276365652051e-06,5.112056714356666,0.09011002836878892,1.8966619471341337e-05,4.298456188630924,0.11866109013677066,1.5943818435283527e-05,4.523180503886251,0.031253998038329754,1.6774607127185344e-05
