time,mnvel,errvel
2021-06-11 06:03:52.502,1.1172064807322,1.12873661518097
2021-06-23 06:49:22.034,-1.7362710898153,1.35501539707184
2021-10-15 14:57:30.937,-7.38212235767242,2.35193109512329
2021-10-22 14:32:25.843,-0.19687232514832,1.31830835342407
2021-10-24 14:40:34.092,-7.23744056733881,1.77413702011108
2021-11-19 14:01:56.839,1.36745117635809,1.40412139892578
2021-12-17 11:13:35.084,1.07630681298639,1.37351083755493
2022-01-08 09:42:28.009,-1.13992376026874,1.40085101127625
2022-01-12 09:23:56.557,7.45992227045508,1.38270854949951
2022-01-13 09:29:55.654,3.67634629385702,1.33178555965424
2022-02-11 12:39:40.764,10.9079907608432,1.33391165733337
2022-02-21 08:06:36.869,-8.09644810078371,1.18033564090729
