,autosamples,automin,automean,automax,factor
0,400,15.623340171419578,20.42023059603183,24.107301165441598,40
1,800,25.425577558949865,33.45857152278704,40.178968028833324,40
2,1200,34.69354029127719,43.07158058443804,49.13721311278912,40
3,1600,42.30189867544716,51.14670825319331,55.54856672211961,40
4,2000,47.8507553942441,56.753355646969005,62.32937809252305,40
5,2400,52.20089513491733,61.518206628798154,67.77753980534118,40
6,2800,56.20636576904147,65.46981778320901,73.460324708294,40
7,3200,61.31791623807244,68.67153146205632,78.45239333173384,40
8,3600,67.11123718676772,71.91741014740124,83.08197444932192,40
9,4000,69.53577119437685,74.37010845777787,85.72362888214022,40
10,4400,70.74415244460575,76.47257509314929,86.99588006328285,40
11,4800,74.13558575098726,78.99372642417663,86.95532681757611,40
12,5200,74.57624860180209,80.02096079133578,85.27730507103504,40
13,5600,74.75282999817668,80.88522609268223,86.59846668393446,40
14,6000,75.21032651840216,81.93105084471605,89.35780440193825,40
15,6400,76.21369018272301,82.49287003348147,91.70356607430092,40
16,6800,76.92392214886095,83.12004892723495,91.88139661248334,40
