rjd	vrad	svrad	fwhm	sig_fwhm	bis_span	sig_bis_span	contrast	sig_contrast	s_mw	sig_s	ha	sig_ha	na	sig_na	ca	sig_ca	rhk	sig_rhk	prot_m08	sig_prot_m08	prot_n84	sig_prot_n84	berv
54437.729945249856	48828.143067	1.462211	6407.768363	9.061953	41.302453	2.067878	49.002020	0.000001	0.529086	0.008461	0.361693	0.001957	0.126041	0.000781	0.409758	0.004080	-4.646734	0.007187	undefined	6.116600	undefined	5.279191	3.249551
54478.69163864991	48824.519703	1.258437	6362.305098	8.997658	35.158152	1.779698	49.219281	0.000001	0.488221	0.006682	0.336297	0.001670	0.125295	0.000686	0.377785	0.003328	-4.682911	0.006169	undefined	6.116600	undefined	5.755362	-10.334035
54487.60450513009	48847.886237	1.990455	6444.856242	9.114403	20.922916	2.814929	48.770586	0.000001	0.558194	0.014120	0.361258	0.002433	0.126064	0.000991	0.442467	0.006271	-4.622687	0.011347	undefined	6.116600	undefined	4.956982	-12.636128
54520.564662380144	48839.586312	1.694390	6453.818440	9.127078	32.611851	2.396229	48.674934	0.000001	0.574360	0.010801	0.355761	0.002127	0.126291	0.000873	0.438381	0.005035	-4.609886	0.008429	undefined	6.116600	undefined	4.784360	-18.686385
54556.49786303006	48833.142800	1.363389	6399.239753	9.049892	29.930456	1.928123	49.085087	0.000001	0.547890	0.007890	0.349877	0.001776	0.125879	0.000728	0.424269	0.003933	-4.631049	0.006464	undefined	6.116600	undefined	5.069388	-18.356637
54719.9099448598	48826.408300	1.955395	6403.904651	9.056489	36.005683	2.765347	48.843604	0.000001	0.513677	0.011977	0.345994	0.002525	0.130017	0.001050	0.395828	0.005223	-4.660025	0.010490	undefined	6.116600	undefined	5.455557	19.124520
54730.90477323998	48834.112199	1.483524	6377.224909	9.018758	17.088878	2.098020	49.133250	0.000001	0.492113	0.008555	0.340539	0.001939	0.125916	0.000803	0.375245	0.003941	-4.679334	0.007834	undefined	6.116600	undefined	5.708863	18.906451
54733.87380184978	48836.360216	1.519499	6392.862167	9.040872	26.004352	2.148896	48.986597	0.000001	0.502524	0.008866	0.348015	0.001983	0.127302	0.000816	0.392216	0.004125	-4.669904	0.007944	undefined	6.116600	undefined	5.585636	18.802841
54739.835986619815	48840.972050	1.472652	6414.294709	9.071183	20.163237	2.082644	48.903837	0.000001	0.544843	0.008604	0.350537	0.001929	0.127043	0.000790	0.425500	0.004087	-4.633552	0.007090	undefined	6.116600	undefined	5.102979	18.383718
54813.79259744985	48847.040207	1.621649	6418.264019	9.076796	34.427245	2.293358	49.017259	0.000001	0.492734	0.010465	0.351670	0.002041	0.123294	0.000827	0.380514	0.004698	-4.678765	0.009570	undefined	6.116600	undefined	5.701464	-0.613910
54840.64823503001	48839.132251	1.220927	6449.680752	9.121226	33.375798	1.726652	48.820473	0.000001	0.585534	0.006227	0.356000	0.001688	0.126028	0.000669	0.447025	0.003261	-4.601253	0.004764	undefined	6.116600	undefined	4.667713	-9.240693
54854.63613894023	48823.280041	1.698480	6429.458373	9.092627	32.673577	2.402013	48.828505	0.000001	0.547276	0.010175	0.349477	0.002196	0.124137	0.000891	0.418110	0.004759	-4.631552	0.008346	undefined	6.116600	undefined	5.076143	-13.177202
54871.58036105987	48836.815751	1.671973	6440.748129	9.108593	32.540919	2.364527	48.769172	0.000001	0.552745	0.009308	0.351674	0.002265	0.126528	0.000909	0.420010	0.004458	-4.627089	0.007557	undefined	6.116600	undefined	5.016195	-16.754057
54872.62273334991	48836.208572	1.621920	6426.780490	9.088840	38.066623	2.293742	48.859241	0.000001	0.567062	0.009327	0.349981	0.002172	0.125856	0.000874	0.444486	0.004535	-4.615619	0.007375	undefined	6.116600	undefined	4.861731	-17.024007
54902.56614011014	48832.752220	1.263364	6412.700961	9.068929	27.125085	1.786667	48.991028	0.000001	0.556355	0.006797	0.345289	0.001691	0.123064	0.000676	0.430879	0.003508	-4.624168	0.005481	undefined	6.116600	undefined	4.976908	-19.518450
54921.533311919775	48845.788448	1.212765	6385.309644	9.030191	27.398406	1.715109	49.101823	0.000001	0.503702	0.006327	0.335249	0.001600	0.122211	0.000651	0.390243	0.003241	-4.668850	0.005655	undefined	6.116600	undefined	5.571799	-18.444175
54922.489226350095	48845.539844	1.282903	6392.509251	9.040373	27.613479	1.814299	49.055175	0.000001	0.520325	0.007046	0.332437	0.001647	0.122134	0.000675	0.406099	0.003567	-4.654241	0.006090	undefined	6.116600	undefined	5.378981	-18.260930
54930.4904248002	48835.260711	1.422636	6402.827198	9.054965	26.954297	2.011911	49.012675	0.000001	0.527496	0.008395	0.344982	0.001822	0.124910	0.000743	0.413698	0.004088	-4.648087	0.007153	undefined	6.116600	undefined	5.297209	-17.201217
55090.88854302978	48827.828280	1.482429	6440.083621	9.107654	41.466125	2.096471	48.958782	0.000001	0.532978	0.008693	0.355284	0.001950	0.128357	0.000797	0.415389	0.004141	-4.643441	0.007329	undefined	6.116600	undefined	5.235272	19.142089
55105.82296947995	48822.104545	4.590332	6390.949074	9.038167	13.344588	6.491709	49.165593	0.000001	0.412913	0.042369	0.332125	0.004368	0.124182	0.001909	0.338656	0.015350	-4.758678	0.046571	undefined	6.116600	undefined	6.698460	18.319234
55109.828035459854	48827.374246	2.017449	6398.927354	9.049450	32.419692	2.853104	48.871339	0.000001	0.518583	0.013526	0.351915	0.002506	0.127979	0.001037	0.403569	0.005847	-4.655749	0.011731	undefined	6.116600	undefined	5.398976	17.847465
55218.72651785007	48825.215685	1.850331	6387.576670	9.033398	26.566534	2.616763	48.968329	0.000001	0.511115	0.012132	0.332358	0.002258	0.125970	0.000949	0.388116	0.005379	-4.662274	0.010681	undefined	6.116600	undefined	5.485257	-13.055809
55226.570764780045	48819.971296	0.953965	6372.624700	9.012252	33.902506	1.349111	49.224289	0.000001	0.478239	0.004171	0.325223	0.001250	0.122601	0.000513	0.371422	0.002307	-4.692227	0.003935	undefined	6.116600	undefined	5.875717	-14.648415
55260.600601700135	48835.410679	1.841679	6387.034604	9.032631	23.644907	2.604528	48.977564	0.000001	0.495511	0.012282	0.338500	0.002220	0.122665	0.000920	0.381681	0.005426	-4.676233	0.011166	undefined	6.116600	undefined	5.668451	-19.430267
55261.59192712	48831.110473	1.438816	6379.968338	9.022638	31.606041	2.034793	49.053825	0.000001	0.490040	0.008193	0.332602	0.001860	0.123890	0.000763	0.384574	0.003945	-4.681236	0.007534	undefined	6.116600	undefined	5.733602	-19.456003
55262.55773322983	48824.587762	1.186983	6371.696659	9.010940	30.864029	1.678647	49.154529	0.000001	0.477342	0.005854	0.336325	0.001600	0.124795	0.000650	0.371456	0.003011	-4.693074	0.005533	undefined	6.116600	undefined	5.886607	-19.427876
55263.51982421987	48818.352305	1.401065	6374.888480	9.015454	28.678846	1.981405	49.068792	0.000001	0.461218	0.007787	0.334912	0.001805	0.124312	0.000748	0.358639	0.003732	-4.708585	0.007626	undefined	6.116600	undefined	6.084374	-19.378914
55293.49455090007	48827.890532	1.742321	6369.810408	9.008272	40.840293	2.464014	49.056735	0.000001	0.516650	0.011211	0.328927	0.002124	0.124584	0.000893	0.405005	0.005101	-4.657428	0.009760	undefined	6.116600	undefined	5.421217	-17.551473
55437.89992167987	48818.000295	1.650893	6370.709210	9.009543	25.112485	2.334716	49.291604	0.000001	0.435941	0.012454	0.335490	0.001956	0.123508	0.000814	0.349493	0.005274	-4.734077	0.012935	undefined	6.116600	undefined	6.401880	18.590983
55460.885385519825	48822.269465	3.518575	6384.298767	9.028762	18.209928	4.976017	49.173093	0.000001	0.398614	0.031433	0.340926	0.003639	0.121893	0.001523	0.314850	0.011388	-4.774687	0.035847	undefined	6.116600	undefined	6.885854	18.967168
55543.687305479776	48818.798165	1.326375	6357.524261	8.990897	16.390404	1.875778	49.377310	0.000001	0.420893	0.007638	0.336114	0.001686	0.122881	0.000692	0.334916	0.003574	-4.749994	0.008230	undefined	6.116600	undefined	6.594934	-0.181316
55587.58114241995	48828.042027	1.682406	6408.019154	9.062308	32.913628	2.379282	49.092675	0.000001	0.487013	0.011339	0.333497	0.002022	0.123338	0.000841	0.376662	0.005057	-4.684028	0.010496	undefined	6.116600	undefined	5.769848	-13.661392
55653.538090549875	48818.214731	1.413227	6378.652813	9.020777	24.671675	1.998604	49.295619	0.000001	0.442596	0.010809	0.340223	0.001737	0.122532	0.000698	0.350874	0.004808	-4.727218	0.011051	undefined	6.116600	undefined	6.317429	-18.293294
55662.51222224021	48822.325083	1.360735	6360.199634	8.994681	25.806243	1.924369	49.414289	0.000001	0.380302	0.009395	0.328291	0.001623	0.121259	0.000676	0.293506	0.004135	-4.796088	0.011256	undefined	6.116600	undefined	7.129183	-17.007278
55903.834787140135	48821.510982	1.709858	6350.182739	8.980515	18.286117	2.418104	49.444787	0.000001	0.369294	0.013697	0.321481	0.002051	0.120713	0.000838	0.295027	0.005599	-4.809482	0.016924	undefined	6.116600	undefined	7.277189	1.278063
