# Column descriptions
# time - UTC
# observation_id - CPS internal ID
# tel - Instrument
# bjd - BJD_TDB
# mnvel - Relative RV [m/s]
# errvel - RV uncertainty [m/s]
# cts - Counts in raw 1D spectrum near 5500 Angstroms [e-]
# chi - Median reduced chi-squared for the observation over all chunks
# bc - Barycentric velocity at flux-weighted midpoint [m/s]
# svalue - Ca_HK S value
# svalue_err - Ca_HK S value uncertainty
# trv - Telluric calibrated absolute RV [km/s]
# trv_err - Uncertainty in telluric-calibrated absolute RV [km/s]
time,observation_id,tel,bjd,mnvel,errvel,cts,mdchi,bc,svalue,svalue_err,trv,trv_err
2019-04-26 05:48:22.795,j326.67,hires_j,2458599.74193,2.68900772954914,1.30542314052582,27206.0,1.09123086929321,-26906.514,0.1478,0.001,79.31,0.1
2019-05-07 06:21:15.265,j328.67,hires_j,2458610.76476,0.750113903614201,1.42249596118927,23829.0,1.10802531242371,-28720.699,0.1474,0.001,79.47,0.1
2019-05-14 06:12:28.032,j329.471,hires_j,2458617.758658,-2.25196420778237,1.42997860908508,23399.0,1.07924163341522,-29264.644,0.1422,0.001,79.45,0.1
2019-05-19 05:56:11.988,j330.77,hires_j,2458622.747361,1.88110524816307,1.23087596893311,33769.0,1.16770148277283,-29389.064,0.1459,0.001,79.56,0.1
2019-05-20 06:07:55.514,j330.269,hires_j,2458623.755504,-3.28472164806967,1.40891480445862,25438.0,1.09424090385437,-29417.044,0.1459,0.001,79.52,0.1
2019-05-24 06:11:25.815,j331.72,hires_j,2458627.757938,-6.80593458597951,1.55851531028748,20165.0,1.112664103508,-29373.12,0.151,0.001,79.14,0.1
2019-05-25 06:01:44.468,j331.267,hires_j,2458628.751209,-12.264252300855,1.45807945728302,28108.0,1.11835443973541,-29324.717,0.1434,0.001,79.41,0.1
2019-05-29 06:11:20.000,j332.70,hires_j,2458632.75787,-6.07810010166071,1.44679284095764,26356.0,1.10713231563568,-29125.8,0.1429,0.001,79.42,0.1
2019-05-30 07:05:10.338,j332.176,hires_j,2458633.795259,-11.0176547673554,1.73662626743317,16645.0,1.06617450714111,-29122.359,0.1443,0.001,79.45,0.1
2019-06-11 05:53:52.649,j333.271,hires_j,2458645.745748,-6.27284399136646,1.34267604351044,28675.0,1.12338531017303,-27461.488,0.1451,0.001,79.49,0.1
2019-06-12 05:59:17.803,j333.464,hires_j,2458646.749512,-6.65239546931117,1.25511384010315,29339.0,1.10454821586609,-27285.523,0.146,0.001,79.49,0.1
2019-06-13 06:18:17.000,j333.668,hires_j,2458647.762697,4.34854209231311,1.28853988647461,23720.0,1.0806370973587,-27116.433,0.1441,0.001,79.45,0.1
2019-06-16 06:24:42.061,j334.69,hires_j,2458650.767153,-4.67941336850869,1.67125129699707,25020.0,1.10779643058777,-26509.928,0.145,0.001,79.5,0.1
2019-06-17 06:28:06.563,j334.273,hires_j,2458651.76952,3.38156352517528,1.65247249603271,16937.0,1.07315611839294,-26294.775,0.1445,0.001,79.51,0.1
2019-06-25 06:06:58.149,j335.168,hires_j,2458659.75484,-6.62458785970643,1.71270775794983,27242.0,1.14094233512878,-24286.654,0.149,0.001,79.49,0.1
2019-06-26 06:00:08.276,j335.269,hires_j,2458660.750096,4.01346115614042,1.82708406448364,24925.0,1.13046646118164,-24001.581,0.1456,0.001,79.43,0.1
2019-07-01 06:14:29.223,j336.60,hires_j,2458665.76006,8.6061275416539,1.70992159843445,21868.0,1.09521090984344,-22501.438,0.1465,0.001,79.44,0.1
2019-10-20 14:58:16.137,j348.131,hires_j,2458777.123798,-6.69166809169622,1.80314207077026,22829.0,1.12418329715729,25928.96,0.1419,0.001,79.57,0.1
2019-10-31 15:02:01.489,j350.132,hires_j,2458788.126406,-7.60983497909703,1.44515061378479,31803.0,1.17166066169739,28371.556,0.1436,0.001,79.56,0.1
2019-11-07 13:41:22.878,j351.164,hires_j,2458795.070404,-3.6804087312855,1.59911727905273,24051.0,1.11657750606537,29484.123,0.1421,0.001,79.47,0.1
2019-11-08 13:52:09.333,j351.446,hires_j,2458796.077886,4.57843402987066,1.46860635280609,23605.0,1.11778676509857,29582.551,0.1436,0.001,79.09,0.1
2019-11-09 14:47:28.091,j351.628,hires_j,2458797.116297,3.91519541939383,1.78795146942139,17855.0,1.10045289993286,29608.353,0.1378,0.001,79.57,0.1
2019-11-10 14:51:48.622,j351.805,hires_j,2458798.119313,-3.00102993560347,1.46441793441772,27828.0,1.13910090923309,29693.538,0.1436,0.001,79.54,0.1
2019-12-10 11:31:19.844,j356.113,hires_j,2458827.980091,1.14724182295527,1.34478735923767,46780.0,1.22695624828339,28592.569,0.1429,0.001,79.49,0.1
2019-12-15 12:07:41.994,j357.125,hires_j,2458833.005347,0.686529140263985,1.38781774044037,46836.0,1.23205816745758,27530.362,0.1454,0.001,79.47,0.1
2019-12-28 10:20:50.429,j358.507,hires_j,2458845.931139,-0.946079071841979,1.32385194301605,46555.0,1.17816150188446,24087.331,0.1445,0.001,79.33,0.1
2020-01-04 11:27:35.106,j359.131,hires_j,2458852.97749,-6.98202606709668,1.31428456306458,46628.0,1.20756781101227,21482.402,0.1454,0.001,79.41,0.1
