,mpsini1,a1,musini1,mpsini2,a2,musini2,mpsini3,a3,musini3,mpsini4,a4,musini4,mpsini5,a5,musini5
0.159,6.86814171765639,0.04686601854239967,2.4717521586933353e-05,7.350122329287905,0.05777955502856617,2.6438510050480695e-05,3.002786166964516,0.12449342777872138,1.0685274887981222e-05,12.574952052228543,0.199735566134537,4.528796616873488e-05,23.814840107199554,0.3653301223439138,8.590113347999685e-05
0.5,8.363502974880696,0.04928058529453361,2.95484579893221e-05,8.933061086413584,0.0607564098919738,3.1560005127093265e-05,5.396317810729721,0.1309070191360502,1.9097682855670063e-05,15.412798525948654,0.21002567200060338,5.44382391982346e-05,28.526056868408432,0.3841512691410017,0.00010057200536256216
0.841,9.955474512747282,0.051467493095481584,3.44378962955696e-05,10.609558418086587,0.06345259113131223,3.670153641633665e-05,7.804662313312223,0.1367165338667541,2.7312339930936964e-05,18.4708726705878,0.21934589055015705,6.388133889823961e-05,33.5490787236253,0.401200149114734,0.00011601735218688992
