,mpsini1,a1,musini1,mpsini2,a2,musini2,mpsini3,a3,musini3,mpsini4,a4,musini4,mpsini5,a5,musini5,mpsini6,a6,musini6
0.159,5.093017435361892,0.046870131675928246,1.8268019790042176e-05,8.003655778087397,0.057784998165654335,2.875376937907708e-05,2.294825151103501,0.12450444951929039,8.138538779338178e-06,9.30870161085587,0.1997528024886066,3.333596887464566e-05,21.85002474448832,0.36536298386454047,7.84999054361773e-05,2.210465350998866e-08,0.05204362996510897,7.753453901158196e-14
0.5,6.554188728677947,0.0492986341785248,2.3128912498630814e-05,9.778710412753188,0.06077896189924567,3.452381301336314e-05,4.5087979897695725,0.13095523133465328,1.5927172819387888e-05,12.477016729367906,0.21010255530463023,4.406773054113836e-05,26.8186948949983,0.3842920510009867,9.471170742835375e-05,0.00016955783044348617,0.05474007969891554,5.939770133525605e-10
0.841,8.126211554869622,0.0515002424411999,2.816426728918505e-05,11.680616211920002,0.06349303380139036,4.038802894526718e-05,6.900765033948674,0.13680327063800565,2.4167440807925037e-05,15.791374511829742,0.219485458322431,5.493312954121739e-05,32.131494869826305,0.4014541242766496,0.00011102950463974537,0.19656910051735643,0.05718470582963597,6.918135680141194e-07
