,autosamples,automin,automean,automax,factor
77,31200,560.1269204682009,745.593099987698,959.936131964969,40
78,31600,566.8005883136963,751.178397380585,968.3290307671326,40
79,32000,573.7290485668749,756.8843202212165,976.243158832168,40
80,32400,581.9681440603929,762.6404622352079,984.073432710032,40
81,32800,588.7629239711798,768.2957957073855,993.2301000485947,40
82,33200,596.4704225007636,773.5314292325954,1002.3907337138041,40
83,33600,605.8482620278057,778.8161695019003,1010.656617746464,40
84,34000,614.8951681003367,784.1735604772971,1018.5371987121239,40
85,34400,625.125105017739,789.5057271040661,1026.3622775956962,40
86,34800,635.412076881122,794.9145580832543,1034.1231692362144,40
87,35200,637.1856426892127,800.34053047609,1041.1443881668276,40
88,35600,639.2034460142241,805.5109543896464,1047.6617911204257,40
89,36000,640.8515446850305,810.5148242706471,1053.0203652068265,40
90,36400,642.536419490821,815.260741513872,1057.3913769552778,40
91,36800,644.9516573735431,819.9393021103135,1061.3465529933526,40
92,37200,647.9600650568399,824.9212687391703,1067.1937074854836,40
93,37600,651.6803448260412,829.808360470782,1073.7420110764851,40
94,38000,654.9388148371323,834.3961489862351,1079.7309873529755,40
95,38400,657.6087152620441,838.6747427492824,1085.6522413063421,40
96,38800,659.9233478327634,842.9168622770842,1091.9624239652755,40
97,39200,661.7354350193202,847.1585597412658,1098.3888636858196,40
98,39600,663.6270030351255,851.6087391492931,1105.5363839926276,40
99,40000,666.310615554031,855.8999983536409,1112.6695142016513,40
100,40400,669.2136881364032,860.1458069999686,1118.6870478829655,40
101,40800,672.1103953848782,864.5222008567061,1125.7377136196258,40
102,41200,674.586994281214,869.0388942231135,1132.7583844094584,40
103,41600,677.5237906907348,873.4009889855724,1140.0229051553022,40
104,42000,680.8683287063067,877.8851967315449,1147.4500282591912,40
105,42400,684.1743831484177,882.3345722076995,1155.1668613162228,40
106,42800,687.6193577301503,886.8684268215769,1162.7657862173992,40
107,43200,691.1234489192638,891.3084265248277,1169.3823941199562,40
108,43600,694.262569120062,895.631507060148,1175.1528510708474,40
109,44000,697.3901116532759,900.0364713382266,1181.1603644015267,40
110,44400,700.5396923372386,904.6999396139518,1188.4903693864844,40
111,44800,704.4956400768148,909.4835498183724,1195.3942079796998,40
112,45200,708.3552658614716,914.5113318445758,1202.6421992579196,40
113,45600,711.2283534120764,919.4515262971152,1210.140032834932,40
114,46000,713.3761616282796,924.0716274754132,1217.7803677396623,40
115,46400,716.1646506687711,928.7306215165617,1223.966466948211,40
116,46800,718.8534529037638,933.077170168765,1229.9651831580231,40
117,47200,721.6515382515233,937.4500580295266,1235.7317215840435,40
118,47600,724.2411474023962,941.746005126909,1241.9555622515056,40
119,48000,726.4125989240663,945.8798356362337,1246.857203779205,40
120,48400,728.5572754121687,949.8560538066171,1251.6720364887153,40
121,48800,731.053128193009,953.5828180702196,1256.5618382555908,40
122,49200,734.54444250817,957.6011132332178,1262.5722332980695,40
123,49600,737.7508881228654,961.6663430004753,1268.5641265905579,40
124,50000,740.5955144911416,965.6199939003546,1274.5682885835236,40
125,50400,743.3288110763932,969.2044345778462,1279.8131005606544,40
126,50800,745.6123303484575,972.6663590872938,1284.375980414643,40
127,51200,748.3459528321592,976.0980247982952,1289.2669135773165,40
128,51600,751.7615858220066,979.3717595566496,1293.5965717752454,40
129,52000,755.9172200629096,982.6915598686925,1297.5075440075193,40
130,52400,760.742200894343,985.9856188175638,1301.230558673162,40
