,k1,k2,k3,k4,k5,k6,dvdt,gamma_j,jit_j,lnprobability
0.159,2.239179247632503,3.2420601818944594,0.6003303586787866,2.1027648802770655,3.523062356241863,0.226962344349918,-0.00738698896889566,0.7486639006484357,3.492505666919073,-220.9942528598024
0.5,2.8371378540294083,3.8596623791950146,1.1881889546473774,2.722472951287375,4.204472620037028,0.6667979001264386,-0.005087140643588557,1.6384104168569893,3.8176911434339575,-218.58110282801616
0.841,3.413365066956342,4.484554552076012,1.8002259634830866,3.381044418177915,4.876955514537114,1.2824924572744067,-0.002788311954149912,2.531556360893918,4.18210479014031,-216.82756272020475
