name,ms,mserr,rs,rserr,teff,tefferr,npl,p1,perr1,t01,t0err1,K1,e1,w1,mp1,mperr1,rp1,rperr1,p2,perr2,t02,t0err2,K2,e2,w2,mp2,mperr2,rp2,rperr2,p3,perr3,t03,t0err3,K3,e3,w3,mp3,mperr3,rp3,rperr3,p4,perr4,t04,t0err4,K4,e4,w4,mp4,mperr4,rp4,rperr4,p5,perr5,t05,t0err5,K5,e5,w5,mp5,mperr5,rp5,rperr5
TOI-1246,0.86,0.12,0.87,0.1,5151,100,5,4.31,0.00002,2458686.566,0.001,3,0,0,8.1,1.1,3.01,0..006,5.9,0.00008,2458683.466,0.003,4,0,0,8.8,1.2,2.51,0.08,18.66,0..00005,2458688.965,0.009,3,0,0,5.3,1.7,3.51,0.09,37.92,0.00001,2457000.713,0.0089,4,0,0,14.8,2.3,3.78,0.16,93.8,0.00001,2459462.9,0.0089,5,0,0,26.6,3.8,0,0
